accX,accY,accZ,rotX,rotY,rotZ,graX,graY,graZ,activity
-0.047884032,0.20111294,10.065224,-0.00036651915,-0.002094395,0.00012217305,-0.0457,0.1857,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,-0.00036651915,-0.002094395,0.00012217305,-0.0457,0.1857,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,-0.00036651915,-0.002094395,0.00012217305,-0.0457,0.1857,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,-0.00036651915,-0.002094395,0.00012217305,-0.0458,0.18699999,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,-0.00036651915,-0.002094395,0.00012217305,-0.0444,0.1873,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,-0.00036651915,-0.002094395,0.00012217305,-0.0444,0.1873,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0438,0.18679999,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0438,0.18689999,9.8047,Walking_Type
-0.047884032,0.20111294,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0438,0.18689999,9.8047,Walking_Type
-0.047884032,0.20111294,10.04607,0.00083775807,-0.002094395,0.00012217305,-0.044999998,0.1856,9.8047,Walking_Type
-0.047884032,0.20111294,10.04607,0.00083775807,-0.002094395,0.00012217305,-0.045199998,0.1853,9.8047,Walking_Type
-0.047884032,0.20111294,10.04607,0.00083775807,-0.002094395,0.00012217305,-0.045199998,0.1853,9.8047,Walking_Type
-0.047884032,0.20111294,10.04607,0.00083775807,-0.002094395,0.00012217305,-0.0446,0.1858,9.8047,Walking_Type
-0.047884032,0.20111294,10.04607,0.00083775807,-0.002094395,0.00012217305,-0.0446,0.1858,9.8047,Walking_Type
-0.047884032,0.20111294,10.04607,0.00083775807,-0.002094395,0.00012217305,-0.0424,0.1854,9.8048,Walking_Type
-0.047884032,0.20111294,10.04607,0.00083775807,-0.002094395,0.00012217305,-0.0424,0.1854,9.8048,Walking_Type
-0.047884032,0.20111294,10.04607,0.047263514,0.00033161257,0.00012217305,-0.0444,0.18879999,9.8047,Walking_Type
-0.047884032,0.20111294,10.04607,0.047263514,0.00033161257,0.00012217305,-0.0444,0.18879999,9.8047,Walking_Type
-0.02873042,0.19153613,10.0269165,0.047263514,0.00033161257,0.00012217305,-0.0464,0.1901,9.8046,Walking_Type
-0.02873042,0.19153613,10.0269165,0.047263514,0.00033161257,0.00012217305,-0.0464,0.1901,9.8046,Walking_Type
-0.02873042,0.19153613,10.0269165,0.047263514,0.00033161257,0.00012217305,-0.0424,0.18699999,9.8047,Walking_Type
-0.02873042,0.19153613,10.0269165,0.047263514,0.00033161257,0.00012217305,-0.0424,0.18699999,9.8047,Walking_Type
-0.02873042,0.19153613,10.0269165,0.047263514,0.00033161257,0.00012217305,-0.042799998,0.1899,9.8047,Walking_Type
-0.02873042,0.19153613,10.0269165,0.047263514,0.00033161257,0.00012217305,-0.042799998,0.1899,9.8047,Walking_Type
-0.02873042,0.19153613,10.0269165,0.047263514,0.00033161257,0.00012217305,-0.0449,0.1916,9.8046,Walking_Type
-0.02873042,0.19153613,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0449,0.1916,9.8046,Walking_Type
-0.02873042,0.19153613,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.040999997,0.19229999,9.8046,Walking_Type
-0.02873042,0.19153613,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.040999997,0.19229999,9.8046,Walking_Type
-0.076614454,0.22026655,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0424,0.19389999,9.8046,Walking_Type
-0.076614454,0.22026655,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0429,0.1954,9.8046,Walking_Type
-0.076614454,0.22026655,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0429,0.1954,9.8046,Walking_Type
-0.076614454,0.22026655,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0392,0.19659999,9.8045,Walking_Type
-0.076614454,0.22026655,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0392,0.19659999,9.8045,Walking_Type
-0.076614454,0.22026655,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0416,0.1979,9.8045,Walking_Type
-0.076614454,0.22026655,10.0269165,0.0045029493,-0.002094395,-0.0010821042,-0.0416,0.1979,9.8045,Walking_Type
-0.076614454,0.22026655,10.0269165,0.00083775807,-0.002094395,0.00012217305,-0.0405,0.1982,9.8045,Walking_Type
-0.076614454,0.22026655,10.0269165,0.00083775807,-0.002094395,0.00012217305,-0.0405,0.1982,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0411,0.19749999,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0411,0.19759999,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0411,0.19759999,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0409,0.1996,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0409,0.1996,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.040599998,0.2004,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.00083775807,-0.002094395,0.00012217305,-0.0412,0.1997,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.003281219,-0.0008726646,-0.0010821042,-0.0426,0.1998,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.003281219,-0.0008726646,-0.0010821042,-0.0426,0.1998,9.8045,Walking_Type
-0.05746084,0.21068975,10.065224,0.003281219,-0.0008726646,-0.0010821042,-0.0414,0.2007,9.8045,Walking_Type
-0.05746084,0.21068975,10.036493,0.003281219,-0.0008726646,-0.0010821042,-0.0414,0.2007,9.8045,Walking_Type
-0.05746084,0.21068975,10.036493,0.003281219,-0.0008726646,-0.0010821042,-0.0411,0.2024,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,0.003281219,-0.0008726646,-0.0010821042,-0.0411,0.2024,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,0.003281219,-0.0008726646,-0.0010821042,-0.041699998,0.2023,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,0.003281219,-0.0008726646,-0.0010821042,-0.041699998,0.2023,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,0.003281219,-0.0008726646,-0.0010821042,-0.0414,0.2013,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,0.003281219,-0.0008726646,-0.0010821042,-0.0414,0.2013,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,-0.0028099802,-0.0008726646,0.00012217305,-0.0412,0.2014,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,-0.0028099802,-0.0008726646,0.00012217305,-0.0412,0.2014,9.8043995,Walking_Type
-0.05746084,0.21068975,10.036493,-0.0028099802,-0.0008726646,0.00012217305,-0.0412,0.2014,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,-0.0028099802,-0.0008726646,0.00012217305,-0.041699998,0.2013,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,-0.0028099802,-0.0008726646,0.00012217305,-0.0414,0.2021,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,-0.0028099802,-0.0008726646,0.00012217305,-0.0414,0.2021,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,-0.0028099802,-0.0008726646,0.00012217305,-0.042,0.2021,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,-0.0028099802,-0.0008726646,0.00012217305,-0.042,0.2021,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,-0.0028099802,-0.0008726646,0.00012217305,-0.0425,0.20199999,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,-0.0028099802,-0.0008726646,0.00012217305,-0.0425,0.20199999,9.8043995,Walking_Type
-0.038307227,0.21068975,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0429,0.1995,9.8045,Walking_Type
-0.038307227,0.21068975,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0425,0.1997,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0425,0.1997,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0413,0.199,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0413,0.199,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0427,0.19999999,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0427,0.19999999,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0415,0.2008,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.003281219,-0.0008726646,0.00012217305,-0.0415,0.2008,9.8045,Walking_Type
-0.05746084,0.22026655,10.055647,0.0045029493,-0.002094395,0.00012217305,-0.0412,0.2017,9.8043995,Walking_Type
-0.05746084,0.22026655,10.055647,0.0045029493,-0.002094395,0.00012217305,-0.0412,0.2017,9.8043995,Walking_Type
-0.05746084,0.22026655,10.055647,0.0045029493,-0.002094395,0.00012217305,-0.040999997,0.2017,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.040999997,0.2017,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.039899997,0.2025,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.039899997,0.2025,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.039899997,0.2025,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.040599998,0.2041,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.040599998,0.2041,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.0412,0.2039,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.0412,0.2039,9.8043995,Walking_Type
-0.047884032,0.21068975,10.036493,0.0045029493,-0.002094395,0.00012217305,-0.0402,0.20549999,9.8043995,Walking_Type
-0.047884032,0.24899697,10.01734,0.0045029493,-0.002094395,0.00012217305,-0.040799998,0.2059,9.8043995,Walking_Type
-0.047884032,0.24899697,10.01734,0.0045029493,-0.002094395,0.00012217305,-0.040799998,0.2059,9.8043995,Walking_Type
-0.047884032,0.24899697,10.01734,0.0045029493,-0.002094395,0.00012217305,-0.0422,0.20719999,9.804299,Walking_Type
-0.047884032,0.24899697,10.01734,0.0045029493,-0.002094395,0.00012217305,-0.0422,0.20719999,9.804299,Walking_Type
-0.047884032,0.24899697,10.01734,0.0045029493,-0.002094395,0.00012217305,-0.0427,0.2084,9.804299,Walking_Type
-0.047884032,0.24899697,10.01734,0.0045029493,-0.002094395,0.00012217305,-0.0415,0.2087,9.804299,Walking_Type
-0.047884032,0.24899697,10.01734,0.0045029493,-0.002094395,0.00012217305,-0.0415,0.2087,9.804299,Walking_Type
-0.047884032,0.24899697,10.01734,0.00572468,-0.0008726646,0.00012217305,-0.0415,0.2087,9.804299,Walking_Type
-0.047884032,0.24899697,10.01734,0.00572468,-0.0008726646,0.00012217305,-0.042099997,0.21059999,9.8042,Walking_Type
-0.047884032,0.24899697,10.01734,0.00572468,-0.0008726646,0.00012217305,-0.042099997,0.21059999,9.8042,Walking_Type
-0.038307227,0.22026655,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0426,0.21229999,9.8042,Walking_Type
-0.038307227,0.22026655,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0426,0.21229999,9.8042,Walking_Type
-0.038307227,0.22026655,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0422,0.2147,9.8042,Walking_Type
-0.038307227,0.22026655,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0422,0.2147,9.8042,Walking_Type
-0.038307227,0.22026655,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0435,0.21679999,9.8041,Walking_Type
-0.038307227,0.22026655,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0435,0.21679999,9.8041,Walking_Type
-0.038307227,0.22026655,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0422,0.2181,9.8041,Walking_Type
-0.038307227,0.22026655,9.998186,0.0069464105,-0.0008726646,-0.0010821042,-0.0403,0.2174,9.8041,Walking_Type
-0.038307227,0.22026655,9.998186,0.0069464105,-0.0008726646,-0.0010821042,-0.0403,0.2174,9.8041,Walking_Type
-0.038307227,0.22026655,9.998186,0.0069464105,-0.0008726646,-0.0010821042,-0.0401,0.22019999,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,0.0069464105,-0.0008726646,-0.0010821042,-0.0401,0.22029999,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,0.0069464105,-0.0008726646,-0.0010821042,-0.0401,0.22029999,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,0.0069464105,-0.0008726646,-0.0010821042,-0.040799998,0.22199999,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,0.0069464105,-0.0008726646,-0.0010821042,-0.040799998,0.22199999,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,0.0069464105,-0.0008726646,-0.0010821042,-0.039699998,0.2227,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,0.0069464105,-0.0008726646,-0.0010821042,-0.039699998,0.2227,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,0.0069464105,-0.0008726646,-0.0010821042,-0.0396,0.2233,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,-0.0028099802,-0.002094395,0.00012217305,-0.0396,0.2233,9.804,Walking_Type
-0.06703765,0.24899697,10.0269165,-0.0028099802,-0.002094395,0.00012217305,-0.0411,0.22559999,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,-0.0028099802,-0.002094395,0.00012217305,-0.0409,0.2269,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,-0.0028099802,-0.002094395,0.00012217305,-0.0409,0.2269,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,-0.0028099802,-0.002094395,0.00012217305,-0.0415,0.22809999,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,-0.0028099802,-0.002094395,0.00012217305,-0.0415,0.22809999,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,-0.0028099802,-0.002094395,0.00012217305,-0.0396,0.22829999,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,-0.0028099802,-0.002094395,0.00012217305,-0.0387,0.2285,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,-0.0028099802,-0.002094395,0.00012217305,-0.0387,0.2285,9.8039,Walking_Type
-0.047884032,0.24899697,10.055647,0.0020594886,-0.002094395,0.00012217305,-0.0394,0.2311,9.8038,Walking_Type
-0.047884032,0.24899697,10.055647,0.0020594886,-0.002094395,0.00012217305,-0.0394,0.2311,9.8038,Walking_Type
-0.047884032,0.24899697,10.055647,0.0020594886,-0.002094395,0.00012217305,-0.0418,0.23259999,9.8038,Walking_Type
-0.05746084,0.2777274,10.0269165,0.0020594886,-0.002094395,0.00012217305,-0.0418,0.23259999,9.8038,Walking_Type
-0.05746084,0.2777274,10.0269165,0.0020594886,-0.002094395,0.00012217305,-0.0415,0.2333,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,0.0020594886,-0.002094395,0.00012217305,-0.0415,0.2333,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,0.0020594886,-0.002094395,0.00012217305,-0.0412,0.2346,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,0.0020594886,-0.002094395,0.00012217305,-0.0412,0.2346,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,0.0020594886,-0.002094395,0.00012217305,-0.043399997,0.2351,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,0.0020594886,-0.002094395,0.00012217305,-0.043399997,0.2351,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,-0.0015882496,-0.0008726646,0.00012217305,-0.0405,0.23619999,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,-0.0015882496,-0.0008726646,0.00012217305,-0.0405,0.23619999,9.8036995,Walking_Type
-0.05746084,0.2777274,10.0269165,-0.0015882496,-0.0008726646,0.00012217305,-0.0403,0.2374,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,-0.0015882496,-0.0008726646,0.00012217305,-0.0403,0.2374,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,-0.0015882496,-0.0008726646,0.00012217305,-0.0403,0.2374,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,-0.0015882496,-0.0008726646,0.00012217305,-0.040999997,0.2392,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,-0.0015882496,-0.0008726646,0.00012217305,-0.040999997,0.2392,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,-0.0015882496,-0.0008726646,0.00012217305,-0.0407,0.2376,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,-0.0015882496,-0.0008726646,0.00012217305,-0.0407,0.2376,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,-0.0015882496,-0.0008726646,0.00012217305,-0.042999998,0.2411,9.8035,Walking_Type
-0.038307227,0.23942018,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0442,0.2402,9.803599,Walking_Type
-0.038307227,0.23942018,9.998186,0.00572468,-0.0008726646,0.00012217305,-0.0442,0.2402,9.803599,Walking_Type
-0.05746084,0.2681506,10.055647,0.00572468,-0.0008726646,0.00012217305,-0.0404,0.2418,9.8035,Walking_Type
-0.05746084,0.2681506,10.055647,0.00572468,-0.0008726646,0.00012217305,-0.0404,0.2418,9.8035,Walking_Type
-0.05746084,0.2681506,10.055647,0.00572468,-0.0008726646,0.00012217305,-0.0435,0.24,9.803599,Walking_Type
